Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 7, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'LSSSSSS'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 22,479,360
  scalars                 : 14
  total                   : 47,645,198
Estimated FLOPs per token: 2.166651e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 4

step 00000 (0.0%) | loss: 9.011503 | lrm: 1.00 | dt: 15641ms | tok/sec: 33,520 | mfu: 0.7% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 9.125709 | lrm: 1.00 | dt: 278ms | tok/sec: 1,885,359 | mfu: 41.3% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.870928 | lrm: 1.00 | dt: 280ms | tok/sec: 1,869,180 | mfu: 40.9% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.433020 | lrm: 1.00 | dt: 280ms | tok/sec: 1,874,444 | mfu: 41.0% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 8.042239 | lrm: 1.00 | dt: 300ms | tok/sec: 1,747,003 | mfu: 38.3% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.638421 | lrm: 1.00 | dt: 284ms | tok/sec: 1,847,923 | mfu: 40.5% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.371412 | lrm: 1.00 | dt: 281ms | tok/sec: 1,866,224 | mfu: 40.9% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 7.148875 | lrm: 1.00 | dt: 292ms | tok/sec: 1,792,579 | mfu: 39.3% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 6.969417 | lrm: 1.00 | dt: 288ms | tok/sec: 1,818,506 | mfu: 39.8% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.770024 | lrm: 1.00 | dt: 283ms | tok/sec: 1,849,955 | mfu: 40.5% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.617823 | lrm: 1.00 | dt: 284ms | tok/sec: 1,843,046 | mfu: 40.4% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.448731 | lrm: 1.00 | dt: 291ms | tok/sec: 1,800,392 | mfu: 39.4% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 6.355010 | lrm: 1.00 | dt: 287ms | tok/sec: 1,828,708 | mfu: 40.0% | epoch: 1 | remaining: 299s    
step 00013 (0.2%) | loss: 6.323933 | lrm: 1.00 | dt: 282ms | tok/sec: 1,860,537 | mfu: 40.7% | epoch: 1 | remaining: 299s    
step 00618 (58.6%) | loss: 3.462714 | lrm: 0.69 | dt: 292ms | tok/sec: 1,795,477 | mfu: 39.3% | epoch: 1 | remaining: 124s    
step 00619 (58.7%) | loss: 3.470357 | lrm: 0.69 | dt: 290ms | tok/sec: 1,805,208 | mfu: 39.5% | epoch: 1 | remaining: 123s    
step 00620 (58.8%) | loss: 3.513575 | lrm: 0.69 | dt: 291ms | tok/sec: 1,799,910 | mfu: 39.4% | epoch: 1 | remaining: 123s    
step 00621 (58.9%) | loss: 3.539721 | lrm: 0.68 | dt: 291ms | tok/sec: 1,804,372 | mfu: 39.5% | epoch: 1 | remaining: 123s    
step 00622 (59.0%) | loss: 3.555276 | lrm: 0.68 | dt: 290ms | tok/sec: 1,804,828 | mfu: 39.5% | epoch: 1 | remaining: 123s    
step 00623 (59.1%) | loss: 3.589293 | lrm: 0.68 | dt: 292ms | tok/sec: 1,797,487 | mfu: 39.4% | epoch: 1 | remaining: 122s    
step 00624 (59.2%) | loss: 3.578820 | lrm: 0.68 | dt: 289ms | tok/sec: 1,816,034 | mfu: 39.8% | epoch: 1 | remaining: 122s    
step 00625 (59.3%) | loss: 3.591764 | lrm: 0.68 | dt: 293ms | tok/sec: 1,791,621 | mfu: 39.2% | epoch: 1 | remaining: 122s    
step 00626 (59.4%) | loss: 3.589255 | lrm: 0.68 | dt: 293ms | tok/sec: 1,791,574 | mfu: 39.2% | epoch: 1 | remaining: 121s    
step 00627 (59.5%) | loss: 3.590209 | lrm: 0.67 | dt: 292ms | tok/sec: 1,798,043 | mfu: 39.4% | epoch: 1 | remaining: 121s    
step 00628 (59.6%) | loss: 3.506142 | lrm: 0.67 | dt: 292ms | tok/sec: 1,795,326 | mfu: 39.3% | epoch: 1 | remaining: 121s    
step 00629 (59.7%) | loss: 3.452790 | lrm: 0.67 | dt: 290ms | tok/sec: 1,809,294 | mfu: 39.6% | epoch: 1 | remaining: 121s    
step 00630 (59.8%) | loss: 3.544225 | lrm: 0.67 | dt: 292ms | tok/sec: 1,792,889 | mfu: 39.3% | epoch: 1 | remaining: 120s    
step 00631 (59.9%) | loss: 3.591279 | lrm: 0.67 | dt: 290ms | tok/sec: 1,810,123 | mfu: 39.6% | epoch: 1 | remaining: 120s    
step 00632 (60.0%) | loss: 3.613066 | lrm: 0.67 | dt: 289ms | tok/sec: 1,816,358 | mfu: 39.8% | epoch: 1 | remaining: 120s    
step 00633 (60.1%) | loss: 3.604576 | lrm: 0.66 | dt: 290ms | tok/sec: 1,810,111 | mfu: 39.6% | epoch: 1 | remaining: 119s    
step 00634 (60.2%) | loss: 3.596656 | lrm: 0.66 | dt: 290ms | tok/sec: 1,806,921 | mfu: 39.6% | epoch: 1 | remaining: 119s    
step 00635 (60.3%) | loss: 3.616698 | lrm: 0.66 | dt: 289ms | tok/sec: 1,813,175 | mfu: 39.7% | epoch: 1 | remaining: 119s    
step 00636 (60.4%) | loss: 3.647594 | lrm: 0.66 | dt: 291ms | tok/sec: 1,800,114 | mfu: 39.4% | epoch: 1 | remaining: 119s    
step 00637 (60.5%) | loss: 3.620240 | lrm: 0.66 | dt: 290ms | tok/sec: 1,807,057 | mfu: 39.6% | epoch: 1 | remaining: 118s    
step 00638 (60.6%) | loss: 3.590573 | lrm: 0.66 | dt: 292ms | tok/sec: 1,798,018 | mfu: 39.4% | epoch: 1 | remaining: 118s    
step 00639 (60.7%) | loss: 3.593735 | lrm: 0.66 | dt: 290ms | tok/sec: 1,809,404 | mfu: 39.6% | epoch: 1 | remaining: 118s    
step 00640 (60.8%) | loss: 3.587980 | lrm: 0.65 | dt: 290ms | tok/sec: 1,806,832 | mfu: 39.6% | epoch: 1 | remaining: 117s    
step 00641 (60.9%) | loss: 3.566754 | lrm: 0.65 | dt: 292ms | tok/sec: 1,795,084 | mfu: 39.3% | epoch: 1 | remaining: 117s    
step 00642 (61.0%) | loss: 3.544968 | lrm: 0.65 | dt: 290ms | tok/sec: 1,808,805 | mfu: 39.6% | epoch: 1 | remaining: 117s    
step 00643 (61.1%) | loss: 3.568594 | lrm: 0.65 | dt: 290ms | tok/sec: 1,808,001 | mfu: 39.6% | epoch: 1 | remaining: 117s    
step 00644 (61.2%) | loss: 3.535553 | lrm: 0.65 | dt: 289ms | tok/sec: 1,817,024 | mfu: 39.8% | epoch: 1 | remaining: 116s    
step 00645 (61.3%) | loss: 3.528433 | lrm: 0.65 | dt: 291ms | tok/sec: 1,801,879 | mfu: 39.5% | epoch: 1 | remaining: 116s    
step 00646 (61.4%) | loss: 3.537694 | lrm: 0.64 | dt: 291ms | tok/sec: 1,799,822 | mfu: 39.4% | epoch: 1 | remaining: 116s    
step 00647 (61.5%) | loss: 3.517546 | lrm: 0.64 | dt: 290ms | tok/sec: 1,806,327 | mfu: 39.6% | epoch: 1 | remaining: 115s    
step 00648 (61.6%) | loss: 3.518814 | lrm: 0.64 | dt: 290ms | tok/sec: 1,810,546 | mfu: 39.6% | epoch: 1 | remaining: 115s    
step 00649 (61.6%) | loss: 3.486560 | lrm: 0.64 | dt: 292ms | tok/sec: 1,795,384 | mfu: 39.3% | epoch: 1 | remaining: 115s    
step 00650 (61.7%) | loss: 3.492198 | lrm: 0.64 | dt: 288ms | tok/sec: 1,819,902 | mfu: 39.8% | epoch: 1 | remaining: 114s    
step 00651 (61.8%) | loss: 3.502107 | lrm: 0.64 | dt: 290ms | tok/sec: 1,805,454 | mfu: 39.5% | epoch: 1 | remaining: 114s    
step 00652 (61.9%) | loss: 3.510190 | lrm: 0.63 | dt: 291ms | tok/sec: 1,802,420 | mfu: 39.5% | epoch: 1 | remaining: 114s    
step 00653 (62.0%) | loss: 3.507378 | lrm: 0.63 | dt: 290ms | tok/sec: 1,807,831 | mfu: 39.6% | epoch: 1 | remaining: 114s    
step 00654 (62.1%) | loss: 3.546296 | lrm: 0.63 | dt: 290ms | tok/sec: 1,806,007 | mfu: 39.5% | epoch: 1 | remaining: 113s    
step 00655 (62.2%) | loss: 3.546904 | lrm: 0.63 | dt: 292ms | tok/sec: 1,798,436 | mfu: 39.4% | epoch: 1 | remaining: 113s    
step 00656 (62.3%) | loss: 3.502088 | lrm: 0.63 | dt: 292ms | tok/sec: 1,794,404 | mfu: 39.3% | epoch: 1 | remaining: 113s    
step 00657 (62.4%) | loss: 3.506885 | lrm: 0.63 | dt: 290ms | tok/sec: 1,807,570 | mfu: 39.6% | epoch: 1 | remaining: 112s    
step 00658 (62.5%) | loss: 3.535171 | lrm: 0.62 | dt: 289ms | tok/sec: 1,816,943 | mfu: 39.8% | epoch: 1 | remaining: 112s    
step 00659 (62.6%) | loss: 3.535146 | lrm: 0.62 | dt: 293ms | tok/sec: 1,787,033 | mfu: 39.1% | epoch: 1 | remaining: 112s    
step 00660 (62.7%) | loss: 3.530514 | lrm: 0.62 | dt: 289ms | tok/sec: 1,815,072 | mfu: 39.7% | epoch: 1 | remaining: 112s    
step 00661 (62.8%) | loss: 3.507603 | lrm: 0.62 | dt: 292ms | tok/sec: 1,793,076 | mfu: 39.3% | epoch: 1 | remaining: 111s    
step 00662 (62.9%) | loss: 3.491903 | lrm: 0.62 | dt: 289ms | tok/sec: 1,816,292 | mfu: 39.8% | epoch: 1 | remaining: 111s    
step 00663 (63.0%) | loss: 3.494154 | lrm: 0.62 | dt: 293ms | tok/sec: 1,790,149 | mfu: 39.2% | epoch: 1 | remaining: 111s    
step 00664 (63.1%) | loss: 3.502826 | lrm: 0.61 | dt: 292ms | tok/sec: 1,795,488 | mfu: 39.3% | epoch: 1 | remaining: 110s    
step 00665 (63.2%) | loss: 3.489732 | lrm: 0.61 | dt: 290ms | tok/sec: 1,810,783 | mfu: 39.6% | epoch: 1 | remaining: 110s    
step 00666 (63.3%) | loss: 3.478500 | lrm: 0.61 | dt: 290ms | tok/sec: 1,810,865 | mfu: 39.7% | epoch: 1 | remaining: 110s    
step 00667 (63.4%) | loss: 3.463698 | lrm: 0.61 | dt: 290ms | tok/sec: 1,810,019 | mfu: 39.6% | epoch: 1 | remaining: 110s    
step 00668 (63.5%) | loss: 3.506117 | lrm: 0.61 | dt: 292ms | tok/sec: 1,794,615 | mfu: 39.3% | epoch: 1 | remaining: 109s    
step 00669 (63.6%) | loss: 3.518263 | lrm: 0.61 | dt: 289ms | tok/sec: 1,811,467 | mfu: 39.7% | epoch: 1 | remaining: 109s    
step 00670 (63.7%) | loss: 3.527665 | lrm: 0.61 | dt: 293ms | tok/sec: 1,786,339 | mfu: 39.1% | epoch: 1 | remaining: 109s    
step 00671 (63.8%) | loss: 3.561691 | lrm: 0.60 | dt: 291ms | tok/sec: 1,801,056 | mfu: 39.4% | epoch: 1 | remaining: 108s    
step 00672 (63.9%) | loss: 3.539092 | lrm: 0.60 | dt: 289ms | tok/sec: 1,813,494 | mfu: 39.7% | epoch: 1 | remaining: 108s    
step 00673 (64.0%) | loss: 3.494671 | lrm: 0.60 | dt: 290ms | tok/sec: 1,807,876 | mfu: 39.6% | epoch: 1 | remaining: 108s    
step 00674 (64.1%) | loss: 3.403420 | lrm: 0.60 | dt: 291ms | tok/sec: 1,799,040 | mfu: 39.4% | epoch: 1 | remaining: 107s    
step 00675 (64.2%) | loss: 3.423270 | lrm: 0.60 | dt: 288ms | tok/sec: 1,818,180 | mfu: 39.8% | epoch: 1 | remaining: 107s    
step 00676 (64.3%) | loss: 3.426702 | lrm: 0.60 | dt: 291ms | tok/sec: 1,802,200 | mfu: 39.5% | epoch: 1 | remaining: 107s    
step 00677 (64.4%) | loss: 3.439742 | lrm: 0.59 | dt: 292ms | tok/sec: 1,794,737 | mfu: 39.3% | epoch: 1 | remaining: 107s    
step 00678 (64.5%) | loss: 3.455909 | lrm: 0.59 | dt: 290ms | tok/sec: 1,805,989 | mfu: 39.5% | epoch: 1 | remaining: 106s    
step 00679 (64.6%) | loss: 3.491080 | lrm: 0.59 | dt: 290ms | tok/sec: 1,805,015 | mfu: 39.5% | epoch: 1 | remaining: 106s    
step 00680 (64.7%) | loss: 3.535358 | lrm: 0.59 | dt: 290ms | tok/sec: 1,805,857 | mfu: 39.5% | epoch: 1 | remaining: 106s    
step 00681 (64.7%) | loss: 3.532275 | lrm: 0.59 | dt: 293ms | tok/sec: 1,792,370 | mfu: 39.2% | epoch: 1 | remaining: 105s    
step 00682 (64.8%) | loss: 3.577084 | lrm: 0.59 | dt: 289ms | tok/sec: 1,815,160 | mfu: 39.7% | epoch: 1 | remaining: 105s    
step 00683 (64.9%) | loss: 3.550379 | lrm: 0.58 | dt: 289ms | tok/sec: 1,813,198 | mfu: 39.7% | epoch: 1 | remaining: 105s    
step 00684 (65.0%) | loss: 3.512878 | lrm: 0.58 | dt: 289ms | tok/sec: 1,815,109 | mfu: 39.7% | epoch: 1 | remaining: 105s    
step 00685 (65.1%) | loss: 3.531957 | lrm: 0.58 | dt: 292ms | tok/sec: 1,793,740 | mfu: 39.3% | epoch: 1 | remaining: 104s    
step 00686 (65.2%) | loss: 3.521956 | lrm: 0.58 | dt: 290ms | tok/sec: 1,808,297 | mfu: 39.6% | epoch: 1 | remaining: 104s    
step 00687 (65.3%) | loss: 3.478421 | lrm: 0.58 | dt: 292ms | tok/sec: 1,796,467 | mfu: 39.3% | epoch: 1 | remaining: 104s    
step 00688 (65.4%) | loss: 3.416851 | lrm: 0.58 | dt: 291ms | tok/sec: 1,799,902 | mfu: 39.4% | epoch: 1 | remaining: 103s    
step 00689 (65.5%) | loss: 3.418653 | lrm: 0.57 | dt: 291ms | tok/sec: 1,803,288 | mfu: 39.5% | epoch: 1 | remaining: 103s    
step 00690 (65.6%) | loss: 3.404525 | lrm: 0.57 | dt: 288ms | tok/sec: 1,821,156 | mfu: 39.9% | epoch: 1 | remaining: 103s    
step 00691 (65.7%) | loss: 3.413601 | lrm: 0.57 | dt: 293ms | tok/sec: 1,787,087 | mfu: 39.1% | epoch: 1 | remaining: 103s    
step 00692 (65.8%) | loss: 3.409099 | lrm: 0.57 | dt: 292ms | tok/sec: 1,793,469 | mfu: 39.3% | epoch: 1 | remaining: 102s    
step 00693 (65.9%) | loss: 3.446923 | lrm: 0.57 | dt: 291ms | tok/sec: 1,802,272 | mfu: 39.5% | epoch: 1 | remaining: 102s    
step 00694 (66.0%) | loss: 3.433173 | lrm: 0.57 | dt: 290ms | tok/sec: 1,807,432 | mfu: 39.6% | epoch: 1 | remaining: 102s    
step 00695 (66.1%) | loss: 3.420404 | lrm: 0.56 | dt: 289ms | tok/sec: 1,812,924 | mfu: 39.7% | epoch: 1 | remaining: 101s    
step 00696 (66.2%) | loss: 3.445076 | lrm: 0.56 | dt: 291ms | tok/sec: 1,803,376 | mfu: 39.5% | epoch: 1 | remaining: 101s    
step 00697 (66.3%) | loss: 3.447976 | lrm: 0.56 | dt: 291ms | tok/sec: 1,802,433 | mfu: 39.5% | epoch: 1 | remaining: 101s    
step 00698 (66.4%) | loss: 3.430649 | lrm: 0.56 | dt: 292ms | tok/sec: 1,794,726 | mfu: 39.3% | epoch: 1 | remaining: 101s    
step 00699 (66.5%) | loss: 3.430567 | lrm: 0.56 | dt: 291ms | tok/sec: 1,801,056 | mfu: 39.4% | epoch: 1 | remaining: 100s    
step 00700 (66.6%) | loss: 3.444258 | lrm: 0.56 | dt: 291ms | tok/sec: 1,802,792 | mfu: 39.5% | epoch: 1 | remaining: 100s    
step 00701 (66.7%) | loss: 3.423265 | lrm: 0.56 | dt: 289ms | tok/sec: 1,816,001 | mfu: 39.8% | epoch: 1 | remaining: 100s    
step 00702 (66.8%) | loss: 3.403887 | lrm: 0.55 | dt: 292ms | tok/sec: 1,792,737 | mfu: 39.3% | epoch: 1 | remaining: 99s    
step 00703 (66.9%) | loss: 3.410445 | lrm: 0.55 | dt: 292ms | tok/sec: 1,796,405 | mfu: 39.3% | epoch: 1 | remaining: 99s    
step 00704 (67.0%) | loss: 3.432936 | lrm: 0.55 | dt: 292ms | tok/sec: 1,795,795 | mfu: 39.3% | epoch: 1 | remaining: 99s    
step 00705 (67.1%) | loss: 3.446854 | lrm: 0.55 | dt: 290ms | tok/sec: 1,810,280 | mfu: 39.6% | epoch: 1 | remaining: 98s    
step 00706 (67.2%) | loss: 3.477554 | lrm: 0.55 | dt: 288ms | tok/sec: 1,822,867 | mfu: 39.9% | epoch: 1 | remaining: 98s    
step 00707 (67.3%) | loss: 3.476078 | lrm: 0.55 | dt: 292ms | tok/sec: 1,793,753 | mfu: 39.3% | epoch: 1 | remaining: 98s    
step 00708 (67.4%) | loss: 3.468147 | lrm: 0.54 | dt: 288ms | tok/sec: 1,817,631 | mfu: 39.8% | epoch: 1 | remaining: 98s    
step 00709 (67.5%) | loss: 3.488269 | lrm: 0.54 | dt: 291ms | tok/sec: 1,804,175 | mfu: 39.5% | epoch: 1 | remaining: 97s    
step 00710 (67.6%) | loss: 3.501145 | lrm: 0.54 | dt: 289ms | tok/sec: 1,814,636 | mfu: 39.7% | epoch: 1 | remaining: 97s    
step 00711 (67.7%) | loss: 3.499358 | lrm: 0.54 | dt: 293ms | tok/sec: 1,790,604 | mfu: 39.2% | epoch: 1 | remaining: 97s    
step 00712 (67.8%) | loss: 3.484918 | lrm: 0.54 | dt: 290ms | tok/sec: 1,807,998 | mfu: 39.6% | epoch: 1 | remaining: 96s    
step 00713 (67.8%) | loss: 3.492569 | lrm: 0.54 | dt: 291ms | tok/sec: 1,801,313 | mfu: 39.4% | epoch: 1 | remaining: 96s    
step 00714 (67.9%) | loss: 3.518774 | lrm: 0.53 | dt: 289ms | tok/sec: 1,811,796 | mfu: 39.7% | epoch: 1 | remaining: 96s    
step 00715 (68.0%) | loss: 3.541721 | lrm: 0.53 | dt: 290ms | tok/sec: 1,807,080 | mfu: 39.6% | epoch: 1 | remaining: 96s    
step 00716 (68.1%) | loss: 3.519505 | lrm: 0.53 | dt: 290ms | tok/sec: 1,809,816 | mfu: 39.6% | epoch: 1 | remaining: 95s    
step 00717 (68.2%) | loss: 3.517880 | lrm: 0.53 | dt: 290ms | tok/sec: 1,810,673 | mfu: 39.6% | epoch: 1 | remaining: 95s    
step 00718 (68.3%) | loss: 3.506456 | lrm: 0.53 | dt: 290ms | tok/sec: 1,806,955 | mfu: 39.6% | epoch: 1 | remaining: 95s    
step 00719 (68.4%) | loss: 3.526574 | lrm: 0.53 | dt: 288ms | tok/sec: 1,818,157 | mfu: 39.8% | epoch: 1 | remaining: 94s    
step 00720 (68.5%) | loss: 3.499236 | lrm: 0.52 | dt: 290ms | tok/sec: 1,810,597 | mfu: 39.6% | epoch: 1 | remaining: 94s    
step 00721 (68.6%) | loss: 3.466441 | lrm: 0.52 | dt: 291ms | tok/sec: 1,801,937 | mfu: 39.5% | epoch: 1 | remaining: 94s    
step 00722 (68.7%) | loss: 3.477713 | lrm: 0.52 | dt: 291ms | tok/sec: 1,803,036 | mfu: 39.5% | epoch: 1 | remaining: 94s    
step 00723 (68.8%) | loss: 3.458846 | lrm: 0.52 | dt: 290ms | tok/sec: 1,808,460 | mfu: 39.6% | epoch: 1 | remaining: 93s    
step 00724 (68.9%) | loss: 3.414241 | lrm: 0.52 | dt: 290ms | tok/sec: 1,808,037 | mfu: 39.6% | epoch: 1 | remaining: 93s    
step 00725 (69.0%) | loss: 3.402810 | lrm: 0.52 | dt: 292ms | tok/sec: 1,796,678 | mfu: 39.3% | epoch: 1 | remaining: 93s    
step 00726 (69.1%) | loss: 3.450778 | lrm: 0.51 | dt: 291ms | tok/sec: 1,803,084 | mfu: 39.5% | epoch: 1 | remaining: 92s    
step 00727 (69.2%) | loss: 3.468310 | lrm: 0.51 | dt: 290ms | tok/sec: 1,805,393 | mfu: 39.5% | epoch: 1 | remaining: 92s    
step 00728 (69.3%) | loss: 3.449124 | lrm: 0.51 | dt: 290ms | tok/sec: 1,808,008 | mfu: 39.6% | epoch: 1 | remaining: 92s    
step 00729 (69.4%) | loss: 3.419830 | lrm: 0.51 | dt: 292ms | tok/sec: 1,796,938 | mfu: 39.3% | epoch: 1 | remaining: 92s    
step 00730 (69.5%) | loss: 3.413408 | lrm: 0.51 | dt: 290ms | tok/sec: 1,810,153 | mfu: 39.6% | epoch: 1 | remaining: 91s    
step 00731 (69.6%) | loss: 3.424152 | lrm: 0.51 | dt: 290ms | tok/sec: 1,809,798 | mfu: 39.6% | epoch: 1 | remaining: 91s    
step 00732 (69.7%) | loss: 3.407077 | lrm: 0.51 | dt: 292ms | tok/sec: 1,796,153 | mfu: 39.3% | epoch: 1 | remaining: 91s    
step 00733 (69.8%) | loss: 3.439458 | lrm: 0.50 | dt: 290ms | tok/sec: 1,810,059 | mfu: 39.6% | epoch: 1 | remaining: 90s    
step 00734 (69.9%) | loss: 3.481737 | lrm: 0.50 | dt: 291ms | tok/sec: 1,799,447 | mfu: 39.4% | epoch: 1 | remaining: 90s    
step 00735 (70.0%) | loss: 3.497156 | lrm: 0.50 | dt: 289ms | tok/sec: 1,814,544 | mfu: 39.7% | epoch: 1 | remaining: 90s    
step 00736 (70.1%) | loss: 3.497980 | lrm: 0.50 | dt: 290ms | tok/sec: 1,806,661 | mfu: 39.6% | epoch: 1 | remaining: 89s    
step 00737 (70.2%) | loss: 3.501689 | lrm: 0.50 | dt: 290ms | tok/sec: 1,808,819 | mfu: 39.6% | epoch: 1 | remaining: 89s    
step 00738 (70.3%) | loss: 3.521522 | lrm: 0.50 | dt: 289ms | tok/sec: 1,811,916 | mfu: 39.7% | epoch: 1 | remaining: 89s    
step 00739 (70.4%) | loss: 3.539227 | lrm: 0.49 | dt: 290ms | tok/sec: 1,806,001 | mfu: 39.5% | epoch: 1 | remaining: 89s    
step 00740 (70.5%) | loss: 3.539013 | lrm: 0.49 | dt: 290ms | tok/sec: 1,805,099 | mfu: 39.5% | epoch: 1 | remaining: 88s    
step 00741 (70.6%) | loss: 3.497056 | lrm: 0.49 | dt: 292ms | tok/sec: 1,792,520 | mfu: 39.2% | epoch: 1 | remaining: 88s    
step 00742 (70.7%) | loss: 3.464365 | lrm: 0.49 | dt: 291ms | tok/sec: 1,801,072 | mfu: 39.4% | epoch: 1 | remaining: 88s    
step 00743 (70.8%) | loss: 3.476049 | lrm: 0.49 | dt: 290ms | tok/sec: 1,808,432 | mfu: 39.6% | epoch: 1 | remaining: 87s    
step 00744 (70.8%) | loss: 3.472496 | lrm: 0.49 | dt: 292ms | tok/sec: 1,798,228 | mfu: 39.4% | epoch: 1 | remaining: 87s    
step 00745 (70.9%) | loss: 3.497498 | lrm: 0.48 | dt: 292ms | tok/sec: 1,794,366 | mfu: 39.3% | epoch: 1 | remaining: 87s    
step 00746 (71.0%) | loss: 3.485845 | lrm: 0.48 | dt: 293ms | tok/sec: 1,789,796 | mfu: 39.2% | epoch: 1 | remaining: 87s    
step 00747 (71.1%) | loss: 3.492136 | lrm: 0.48 | dt: 288ms | tok/sec: 1,820,222 | mfu: 39.9% | epoch: 1 | remaining: 86s    
step 00748 (71.2%) | loss: 3.552202 | lrm: 0.48 | dt: 289ms | tok/sec: 1,812,338 | mfu: 39.7% | epoch: 1 | remaining: 86s    
step 00749 (71.3%) | loss: 3.553602 | lrm: 0.48 | dt: 289ms | tok/sec: 1,817,134 | mfu: 39.8% | epoch: 1 | remaining: 86s    
step 00750 (71.4%) | loss: 3.534239 | lrm: 0.48 | dt: 294ms | tok/sec: 1,783,436 | mfu: 39.1% | epoch: 1 | remaining: 85s    
step 00751 (71.5%) | loss: 3.520981 | lrm: 0.47 | dt: 290ms | tok/sec: 1,806,894 | mfu: 39.6% | epoch: 1 | remaining: 85s    
step 00752 (71.6%) | loss: 3.523309 | lrm: 0.47 | dt: 291ms | tok/sec: 1,800,034 | mfu: 39.4% | epoch: 1 | remaining: 85s    
step 00753 (71.7%) | loss: 3.515527 | lrm: 0.47 | dt: 294ms | tok/sec: 1,782,522 | mfu: 39.0% | epoch: 1 | remaining: 85s    
step 00754 (71.8%) | loss: 3.600213 | lrm: 0.47 | dt: 290ms | tok/sec: 1,809,973 | mfu: 39.6% | epoch: 1 | remaining: 84s    
step 00755 (71.9%) | loss: 3.576126 | lrm: 0.47 | dt: 291ms | tok/sec: 1,802,141 | mfu: 39.5% | epoch: 1 | remaining: 84s    
step 00756 (72.0%) | loss: 3.580474 | lrm: 0.47 | dt: 289ms | tok/sec: 1,812,250 | mfu: 39.7% | epoch: 1 | remaining: 84s    
step 00757 (72.1%) | loss: 3.529890 | lrm: 0.46 | dt: 291ms | tok/sec: 1,801,747 | mfu: 39.5% | epoch: 1 | remaining: 83s    
step 00758 (72.2%) | loss: 3.509747 | lrm: 0.46 | dt: 289ms | tok/sec: 1,812,785 | mfu: 39.7% | epoch: 1 | remaining: 83s    
step 00759 (72.3%) | loss: 3.449144 | lrm: 0.46 | dt: 290ms | tok/sec: 1,807,026 | mfu: 39.6% | epoch: 1 | remaining: 83s    
step 00760 (72.4%) | loss: 3.466722 | lrm: 0.46 | dt: 293ms | tok/sec: 1,790,707 | mfu: 39.2% | epoch: 1 | remaining: 83s    
step 00761 (72.5%) | loss: 3.484393 | lrm: 0.46 | dt: 288ms | tok/sec: 1,819,023 | mfu: 39.8% | epoch: 1 | remaining: 82s    
step 00762 (72.6%) | loss: 3.504021 | lrm: 0.46 | dt: 290ms | tok/sec: 1,807,776 | mfu: 39.6% | epoch: 1 | remaining: 82s    
step 00763 (72.7%) | loss: 3.493302 | lrm: 0.46 | dt: 292ms | tok/sec: 1,798,419 | mfu: 39.4% | epoch: 1 | remaining: 82s    
step 00764 (72.8%) | loss: 3.500450 | lrm: 0.45 | dt: 291ms | tok/sec: 1,802,330 | mfu: 39.5% | epoch: 1 | remaining: 81s    
step 00765 (72.9%) | loss: 3.443861 | lrm: 0.45 | dt: 291ms | tok/sec: 1,804,582 | mfu: 39.5% | epoch: 1 | remaining: 81s    
step 00766 (73.0%) | loss: 3.421174 | lrm: 0.45 | dt: 291ms | tok/sec: 1,800,835 | mfu: 39.4% | epoch: 1 | remaining: 81s    
step 00767 (73.1%) | loss: 3.414899 | lrm: 0.45 | dt: 291ms | tok/sec: 1,799,505 | mfu: 39.4% | epoch: 1 | remaining: 80s    
step 00768 (73.2%) | loss: 3.380651 | lrm: 0.45 | dt: 291ms | tok/sec: 1,802,715 | mfu: 39.5% | epoch: 1 | remaining: 80s    
step 00769 (73.3%) | loss: 3.395187 | lrm: 0.45 | dt: 292ms | tok/sec: 1,798,478 | mfu: 39.4% | epoch: 1 | remaining: 80s    
step 00770 (73.4%) | loss: 3.378695 | lrm: 0.44 | dt: 291ms | tok/sec: 1,803,223 | mfu: 39.5% | epoch: 1 | remaining: 80s    
step 00771 (73.5%) | loss: 3.374505 | lrm: 0.44 | dt: 292ms | tok/sec: 1,797,531 | mfu: 39.4% | epoch: 1 | remaining: 79s    
step 00772 (73.6%) | loss: 3.399895 | lrm: 0.44 | dt: 289ms | tok/sec: 1,813,636 | mfu: 39.7% | epoch: 1 | remaining: 79s    
